# Switch — blawar/titledb (full title IDs)
010007001a09d005,Excitement Pack
010007001a09d006,Character Skin Pack 2
010007001a09d007,Happy Happy Pack
010007001a09d008,Thrilling Party Pack
010007001a09d009,Party Power Pack
010007001b418000,CONVERGENCE: Digital Comic and Art Book
010007100a16a000,Eternal Edge
010007100c7b6000,Arcade Archives VICTORY ROAD
0100071019b8a000,OSHIIRO
0100071019d04000,Breakout Birdie Escape
0100071020322000,Hentai Paradise Vol. 3
0100071020c58000,Arcade Archives MARCHEN MAZE
010007200ac0e000,Don't Die, Mr Robot!
0100072024ad2000,Prison Life Sim 2025 - Survival
0100072024c6a000,Fling it! Shoe Kicking
010007300c482000,Sydney Hunter and the Curse of the Mayan
010007300de1e000,Monaco: Complete Edition
0100073011382000,Fitness Boxing 2: Rhythm & Exercise
0100073011383001,Fitness Boxing 2: Rhythm & Exercise No Mercy intensity: Lin
0100073011383002,Fitness Boxing 2: Rhythm & Exercise No Mercy intensity: Sophie
0100073011383003,Fitness Boxing 2: Rhythm & Exercise No Mercy intensity: Martina
0100073011383004,Fitness Boxing 2: Rhythm & Exercise No Mercy intensity: Laura
0100073011383005,Fitness Boxing 2: Rhythm & Exercise No Mercy intensity: Bernardo
0100073011383006,Fitness Boxing 2: Rhythm & Exercise No Mercy intensity: Evan
0100073011383007,Fitness Boxing 2: Rhythm & Exercise No Mercy intensity: Karen
0100073011383008,Fitness Boxing 2: Rhythm & Exercise No Mercy intensity: Janice
0100073011383009,Fitness Boxing 2: Rhythm & Exercise No Mercy intensity: Hiro
010007301138300f,Fitness Boxing 2: Musical Journey
0100073011383010,Fitness Boxing 2: Instructor Tunes
0100073011383011,Fitness Boxing 2: EDM Workout
0100073011383014,Fitness Boxing 2: Rock Workout
0100073011383020,Fitness Boxing 2: Nature Stages
010007301ab9c000,All of Us Are Dead
0100073021fb8000,Snail's Knock Out!
010007400eb64000,CastleStorm II
010007400ff24000,Borderlands: The Pre-Sequel
0100074010e74000,Silver Chains
010007401287e000,BIG-Bobby-Car - The Big Race
010007401b5be000,Veritas
010007401b8d6000,Calculator Maker : My Calculator
010007401f3dc000,Kittey 64
0100074020d62000,Glowpop
01000750084b2000,Shiftlings - Enhanced Edition
010007500f27c000,Detective Pikachu™ Returns
010007501a588000,TRON: Identity
010007501c53c000,DESTRUCTURE: Among Debris
0100075025240000,Arcade Archives BOMB BEE
0100076015d4e000,COSPLAY LOVE! Enchanted princess
010007601a7a2000,草食系男子の言いなり入院生活- A passive boy at the Huntress clinic -
010007601ab74000,Chess Openings and Book Moves
010007700cfa2000,Saboteur II: Avenging Angel
010007700d4ac000,The Forbidden Arts
0100077016288000,Haustoria
0100077019148000,Escape game & Card search game R01M
0100077019a98000,ATONE: Heart of the Elder Tree
010007701ba0c000,Dreamy Trail
010007701f400000,Purrfect Rescue
01000780260f6000,Easy Delivery Co.
010007900fce2000,Crash Drive 2
010007901467a000,The Last Friend
0100079016724000,Crazy Trucks
0100079017360000,Monster Rescue
010007901a332000,the World According to Girl
010007a00980c000,Arcade Archives City CONNECTION
010007a02357a000,BeatQuest - Rhythm Riders
010007a025b3e000,Weeb Store Simulator: Supermarket Together
010007b009314000,I and Me Demo
010007b010fcc000,Sniper Elite 4
010007b010fcd001,Sniper Elite 4 - Target Führer
010007b010fcd002,Sniper Elite 4 - Deathstorm Part 1: Inception
010007b010fcd003,Sniper Elite 4 - Deathstorm Part 2: Infiltration
010007b010fcd004,Sniper Elite 4 - Deathstorm Part 3: Obliteration
010007b010fcd005,Sniper Elite 4 - Cold Warfare Winter Expansion Pack
010007b010fcd006,Sniper Elite 4 - Night Fighter Expansion Pack
010007b010fcd007,Sniper Elite 4 - Covert Heroes Character Pack
010007b010fcd008,Sniper Elite 4 - Urban Assault Expansion Pack
010007b010fcd009,Sniper Elite 4 - Allied Forces Rifle Pack
010007b010fcd00a,Sniper Elite 4 - Camouflage Rifles Skin Pack
010007b010fcd00b,Sniper Elite 4 - Lock and Load Weapons Pack
010007b010fcd00c,Sniper Elite 4 - Silent Warfare Weapons Pack
010007b010fcd00d,Sniper Elite 4 - Multiplayer Maps Pack
010007b012514000,The Great Perhaps
010007b01e15a000,EGGCONSOLE HYDLIDE3 PC-8801mkIISR
010007b0249ca000,Super Darling Panic／スパダリ★パニック
010007c00e558000,Reel Fishing: Road Trip Adventure
010007c0136c4000,Doctor Who: The Lonely Assassins
010007c01b510000,DOG®
010007c020924000,Anime Puzzle Quest: The Magical Girls Adventure
010007c020925001,Anime Puzzle Quest: 36 Girls in Puzzle
010007c020925002,33 Animal Girls in Puzzle
010007c020925003,Anime Puzzle Quest: 32 Animal Girls in Puzzle /2
010007c020cca000,Super Onion Boy+
010007d00d43a000,Serious Sam Collection
010007d012ad0000,Shikaku Shapes
010007d01d27c000,The Tales of Bayun
010007d026eaa000,Robo Rangers
010007d027466000,Inside The Backrooms
010007e00a1a4000,Henry The Hamster Handler
010007e0193a2000,Roniu's Tale
010007e0205ea000,Unsolved Case: Above the Law CE
010007f00af56000,The Station
010007f00b9f0000,Johnny Turbo's Arcade: Shoot Out
010007f017140000,Darkness and Flame: Missing Memories
010007f01a3de000,Super Benbo Quest: Turbo Deluxe
010007f02098a000,Lost Twins 2
010007f020c7e000,Last Order
010008000c8f6000,Lyrica
0100080013e0e000,Joe's Diner
01000800271d2000,SchoolBoy Horror
01000810151fa000,LiEat
010008101c4c6000,The great battle of Shark Monkey Squirrel Dinossaur Bird Bee
0100081021e14000,Attack Hole
0100081021e15001,Attack Hole: Heroes DLC
0100081021e15002,Attack Hole: Monsters DLC
0100081025456000,Final Frontier Story
0100082010a4e000,Voxelgram
0100082010a4f001,DLC #1
0100082014d86000,VasterClaws 3:Dragon slayer of the God world
0100082014d87001,VasterClaws 3 Special Pack
0100082015108000,Let's Get Fit
0100082023090000,Spot the Difference Detective
01000820250e2000,Toy Cowboy Royale : RPG Dragon's Challenge
010008300c978000,Arcade Archives IMAGE FIGHT
010008300d1e0000,Woodle Tree Adventures Demo
01000830155a2000,Escape From a Deserted Island ～The Adventures of Nyanzou&Kumakichi: Escape Game Series～
010008301a8c0000,DRAGON BALL GEKISHIN SQUADRA
010008301aa96000,TIEBREAK+ - Ace Edition
01000830225d8000,Island Rescue
010008400a268000,Another Lost Phone: Laura's Story
0100084016206000,Not Tonight 2
010008401ab4a000,Yukar From The Abyss
0100084024e70000,Brainrot Turbo Kart
01000850037c0000,The Count Lucanor
010008501186e000,Life is Strange: Before the Storm Remastered
0100085012a0e000,Squeakers
0100085012d64000,Awakening of Cthulhu
0100085015e22000,Ultionus: A Tale of Petty Revenge
0100085018adc000,The Wreck
010008501ac06000,Curse Crackers: For Whom the Belle Toils
010008600d1ac000,Solo: Islands of the Heart
010008600f1f2000,Billy Bomber
010008601e1ca000,Gunsmith Workshop Simulator
010008601e4e6000,Hexa Puzzle Block
0100086024282000,Overpowered 1 - Mars Infestation
0100087012810000,Aery - Broken Memories
010008800b18a000,Super Destronaut DX
0100088019a46000,Aery - Calm Mind 3
010008801d7ee000,Special Forces Strike: Tactical Swat Shooter
010008801f228000,Tales of Berseria Remastered
010008801f229001,Tales of Berseria Remastered - Lv. Up+5 (1)
010008801f229002,Tales of Berseria Remastered - Lv. Up+5 (2)
010008801f229003,Tales of Berseria Remastered - Lv. Up+5 (3)
010008801f229004,Tales of Berseria Remastered - Lv. Up+5 (4)
010008801f229005,Tales of Berseria Remastered - Lv. Up+10 (1)
010008801f229006,Tales of Berseria Remastered - Lv. Up+10 (2)
010008801f229007,Tales of Berseria Remastered - Super Adventuring Assistance Set
010008801f229008,Tales of Berseria Remastered - Super Growth Support Herb Set
010008801f229009,Tales of Berseria Remastered - Battle BGM Pack
0100088025bda000,Defending Camelot
0100088026d12000,Modern Attack
010008900705c000,Dragon Quest Builders™
010008900705d012,Dragon Quest Builders DLC Pack
010008900bc5a000,DYSMANTLE
010008900bc5b001,DYSMANTLE: Underworld
010008900bc5b002,DYSMANTLE: Doomsday
010008900bc5b003,DYSMANTLE: Pets & Dungeons
0100089010a92000,Bucket Knight
01000890204ba000,Just 1 Minute! Memory Test with Masterpieces
010008a00f15c000,Cyber Hook
010008a0128c4000,Tamiku
010008a0149f4000,GUNGUNGUN
010008a014f0a000,We Are OFK
010008a021bf4000,CONERU -DIMENSION GIRL-
010008b00d682000,8-Bit Adventures 2
010008b01e9f6000,Frowntown
010008b026724000,Enchantment 2 Sun's Tear Collector's Edition
010008c00b2f2000,Steven Universe: Save the Light
010008c01010a000,Traditional Tactics Ne+
010008c014432000,Yoko & Yuki: Dr. Rat's Revenge
010008c018f96000,Bem Feito
010008c01e742000,Pokémon™ Friends
010008c01e743002,Puzzle On! Pack #1
010008c01e743003,Puzzle On! Pack #2
010008c01fb12000,The Jackbox Survey Scramble
010008c0234ae000,CatTerror, the abandoned house
010008c024704000,Korean Drone Flying Tour Daechon Beach
010008d00ccec000,Gnomes Garden 2
010008d0129e6000,Slap City
010008d020f8a000,Rogue Flight
010008e010012000,ELEA: Paradigm Shift
010008e0184d2000,Arcade Archives DIG DUG
010008e01aeda000,NachoCado
010008e01e32a000,S.T.A.L.K.E.R.: Call of Prypiat
010008e026c92000,The Lost Block
010008f00b054000,Arcade Archives Sky Skipper
010008f0159d4000,The Pale Beyond
010008f01a594000,Path of Colors
010008f020cd8000,Despera Drops
010008f023700000,Prehistoric Gal
010008f023f66000,Cozy Cooking: Tiny Tastes
010008f023f67001,Christmas Decor
010008f023f67002,Spooky Season
010008f023f67003,Valentine's Day
010008f023f67004,Vintage Vibe
010009000ac2a000,Pure / Electric Love "Look at my eyes!" - Moe Yamauchi -
010009000ac2b001,Additional scenario 1
010009000ac2b002,Additional scenario 2
010009000ac2b003,Additional scenario 3
010009000ac2b004,Additional scenario 4
010009000ac2b005,Additional scenario 5
010009000ac2b006,Additional scenario 6
010009000cbb6000,Super Hero Fight Club: Reloaded
0100090014abe000,Kyle is Famous: Complete Edition
010009001a364000,The Hero with a Thousand Arms
0100091008272000,Mini Metro
010009100845a000,INVERSUS Deluxe Demo
010009101d954000,Bucket Crusher
010009101d955001,Bucket Crusher: Cool Kidz
010009101d955002,Bucket Crusher: Holiday Spirit
010009101d955003,Bucket Crusher: Around The World
010009101e156000,Hentai Girls: Sweet Doctor
0100091022d7c000,Snow Squall Grip
010009102494a000,Cast n Chill - Nintendo Switch™ 2 Edition
010009102494b002,Cast n Chill - Supporter Pack
0100091025dce000,Picnic Girls
010009102619a000,Retro Motel Simulator
0100091027160000,Spin Path 2
0100092006814000,Tennis World Tour: Roland Garros Edition - Retail Only
0100092006815001,Tennis World Tour - Agassi Pack
0100092006815002,Tennis World Tour - John McEnroe
0100092006815003,Tennis World Tour - Wilson® Pro Staff RF97
0100092006815004,Tennis World Tour - Wilson® Pro Staff 97
0100092006815005,Tennis World Tour - Legend Badge
0100092006815006,Tennis World Tour - Nike® Official Outfits
0100092006815007,Tennis World Tour - Skill Cards Pack
0100092006815008,Tennis World Tour - Coach Sophie Walker
0100092006815009,Tennis World Tour - Rafael Nadal
010009200681500a,Tennis World Tour - Kristina Mladenovic
010009200681500b,Tennis World Tour - Caroline Garcia
010009200681500c,Tennis World Tour - Stadium Pack
010009200681500d,Tennis World Tour - Alex De Minaur
010009200681500e,Tennis World Tour - Denis Shapovalov
010009201121c000,DroneRidge
0100092011764000,Being Stronger While Playing! SilverStar Go DX
0100092017c8e000,Crazy Chicken Xtreme
01000920186b2000,Dream of Tiny Snow
0100092021b2c000,Hungry Meem
0100092021b2d001,Watermelon Halloween Set
0100092021b2d002,Watermelon Halloween Set 2
0100092021c80000,Tomb Raider: Definitive Edition
010009300aa6c000,Claybook
010009300d278000,Preventive Strike
010009300d31c000,Squidgies Takeover
01000930140da000,Qube Qross
0100093016cee000,Puzzle Frenzy
010009301dc10000,Magical Bakery
010009301dc11001,Magical Bakery Deluxe Content
0100093022f5c000,Charming Hearts
0100093027852000,Death Run
0100094028638000,Hentai Puzzle Simulator 3
0100095009236000,Super Rocket Shootout
010009500c30c000,Dawn of Survivors
0100095013eba000,Half Past Fate: Romantic Distancing
010009501a22e000,Belle Boomerang
0100095023e68000,Wildkeepers Rising
0100095028208000,Mosaic Quiz Fastest Finger Battle
010009601968e000,Chippy&Noppo – Nintendo Switch 2 Edition
0100097016b04000,Cardfight!! Vanguard Dear Days
0100097016b05001,Character Sleeve Set 01
0100097016b05002,Character Sleeve Set 02
0100097016b05003,SD Sleeve Set 01
0100097016b05004,SD Sleeve Set 02
0100097016b05005,Character Set 01: Aichi Sendou
0100097016b05006,Character Set 02: Toshiki Kai
0100097016b05007,Character Set 03: Ren Suzugamori
0100097016b05008,Rare Card Set 01 [D-BT01]: Genesis of the Five Greats
0100097016b05009,Rare Card Set 02 [D-BT02]: A Brush with the Legends
0100097016b0500a,Rare Card Set 03 [D-BT03]: Advance of Intertwined Stars
0100097016b0500b,Rare Card Set 04 [D-BT04]: Awakening of Chakrabarthi
0100097016b0500c,Rare Card Set 05 [D-BT05]: Triumphant Return of the Brave Heroes
0100097016b0500d,Rare Card Set 06 [D-LBT01]: Lyrical Melody
0100097016b0500e,Rare Card Set 07 [D-LBT02]: Lyrical Monasterio ~It’s a New School Term!~
0100097016b0500f,Rare Card Set 08 [D-SS01]: Festival Collection 2021
0100097016b05010,Rare Card Set 09 [D-SS02]: Festival Collection 2022
0100097016b05011,Additional Deck [D-TD01]: Urara Haneyama -Bandmaster of Blossoming Bonds-
0100097016b05012,Additional Deck [D-TD02]: Michiru Hazama -Demonic Jewel Dragon of the Four Flames-
0100097016b05013,Additional Deck [D-TD03]: Raika Koshiba -Skyfall Executors-
0100097016b05014,Additional Card Set Vol.1 [D-BT06]: Blazing Dragon Reborn
0100097016b05015,Rare Card Set 10 [D-BT06]: Blazing Dragon Reborn
0100097016b05016,Character Set 04: Urara Haneyama
0100097016b05017,Character Set 05: Raika Koshiba
0100097016b05018,Additional Card Set Vol.2 [D-LBT03]: Lyrical Monasterio ~Summertime Memories!~
0100097016b05019,Rare Card Set 11 [D-LBT03]:Lyrical Monasterio ~Summertime Memories!~
0100097016b0501b,Additional Card Set Vol.3 [D-BT07]: Raging Flames Against Emerald Storm
0100097016b0501c,Additional Card Set Vol.4 [D-SS03]: Stride Deckset -Chronojet-
0100097016b0501d,Rare Card Set 12 [D-BT07]: Raging Flames Against Emerald Storm
0100097016b0501e,Character Set 07: CHRONO SHINDOU
0100097016b0501f,Character Set 06: TAIZO KIYOKURA
0100097016b05020,Additional Card Set Vol.5 [D-BT08]: Minerva Rising
0100097016b05021,Rare Card Set 13 [D-BT08]: Minerva Rising
0100097016b05022,Additional Card Set Vol.6 [D-BT09]: Dragontree Invasion
0100097016b05023,Rare Card Set 14 [D-BT09]: Dragontree Invasion
0100097016b05024,Character Set 08: JINKI MUKAE
0100097016b05025,Character Set 09: SOPHIE BELLE
0100097016b05026,Character Set 10: SAMUEL FREDSON
0100097016b05027,Additional Card Set Vol.8 [D-SS04]: Stride Deckset -Messiah-
0100097016b05028,Additional Card Set Vol.7 [D-BT10]: Dragon Masquerade
0100097016b05029,Rare Card Set 15 [D-BT10]: Dragon Masquerade
0100097016b0502a,Additional Special Set
010009701702a000,Minepull
0100097023ff2000,Solitaire Dreamscapes
010009800203e000,WWE 2K18
010009800203f001,WWE 2K18 Kurt Angle Pack
010009800203f002,WWE 2K18 Accelerator
010009800203f003,WWE 2K18 Cena (Nuff) Pack
010009800203f004,WWE 2K18 MyPLAYER Kick Start
010009800203f005,WWE 2K18 NXT Generation Pack
010009800203f006,WWE 2K18 NXT Generation Pack
010009800203f007,WWE 2K18 New Moves Pack
010009800203f008,WWE 2K18 Enduring Icons Pack
0100098016148000,Monster Truck Arena
01000980190d6000,Elypse
010009801c42e000,World Spin
010009900947a000,Atelier Lydie & Suelle ~The Alchemists and the Mysterious Paintings~
010009900947b001,Atelier Lydie & Suelle: Marie & Elie Dress Up Costumes
010009900947b002,Atelier Lydie & Suelle: Selected Item Set
010009900947b004,Atelier Lydie & Suelle: Atelier Series BGM Pack
010009900947b005,Atelier Lydie & Suelle: GUST Titles BGM Pack
010009900947b006,Atelier Lydie & Suelle: Arranged Battle BGM
010009900947b007,Secret Synthesis Research Journal
010009900947b008,Adventurers' Tales
010009900947b009,New Area "Lotus Blossom Pond"
010009900947b00a,Nights of Azure 2 Tribute Area "Nightless Ruined City"
010009900947b00b,"Nights of Azure 2: Bride of the New Moon" BGM Pack
010009900947b00c,Atelier Lydie & Suelle: New Quest "Loads of Exp Quest"
010009900947b00d,Atelier Lydie & Suelle: New Quest "Piles of Coll Quest"
010009900947b00e,Atelier Lydie & Suelle: Additional Character "Lucia"
010009900947b00f,Atelier Lydie & Suelle: New Area "Ventus Mines"
010009900947b010,Atelier Lydie & Suelle: BLUE REFLECTION Tribute Area "Blue Sentiment Land"
010009900947b011,Atelier Lydie & Suelle: New Outfit for Lydie "Smart & Sweet"
010009900947b012,Atelier Lydie & Suelle: New Outfit for Suelle "Active☆Lovely"
010009900947b013,Atelier Lydie & Suelle: "BLUE REFLECTION" BGM Pack
010009900947b014,Atelier Lydie & Suelle: Battle Mix Secret Teachings
010009900947b015,Atelier Lydie & Suelle: Additional Character "Ilmeria"
010009900947b016,Atelier Lydie & Suelle: New Area "Claudel Prairie"
010009900947b017,Atelier Lydie & Suelle: New Outfit for Firis "Teacher's Favorite"
010009900947b018,Atelier Lydie & Suelle: New Outfit for Sophie "Best Partner"
010009900947b019,Atelier Lydie & Suelle: New Outfit for Ilmeria "Cormeria?"
010009900947b01a,Atelier Lydie & Suelle: New Outfit for Lucia "Bunny Tail"
010009900947b01b,Atelier Lydie & Suelle: Delicacies and Rarities Pack
0100099016862000,World Quiz
010009901cd20000,Bright Side: Riddles and Puzzles
010009a019548000,Super Mabus Mania
010009a0221fa000,HauntedManager
010009a0228d2000,Hike Haven
010009a024e28000,ASCENDANCE UNBOUND
010009a0271be000,Solitaire Crime Stories Chapter 6
010009b00d33c000,Rugby Challenge 4
010009b016cba000,Mega Ramp Car Jumping
010009b01b4e6000,Moolii's Dreamland
010009b01d326000,Snap Together
010009b01d327001,New Challenges
010009c023fa8000,CARD SHOP GAME STORE - TCG SIMULATOR
010009c024f3e000,POGO Stadium
010009d018e78000,Poly Link - Origins
010009d023ece000,Ice Princess Crystals
010009e001d90000,World of Goo
010009e014318000,Monster Prom 2: Monster Camp XXL
010009e014319001,Monster Camp Character Pack - New Blood
010009e014319002,Monster Camp Character Pack - Zoe
